B [Gauss],X  [Volt],Y  [Volt], time [ms]
3.59E+03,1.81E-02,1.12E-04,2360
3.59E+03,1.82E-02,9.25E-05,2370
3.59E+03,1.83E-02,8.11E-05,2380
3.59E+03,1.84E-02,7.06E-05,2390
3.59E+03,1.85E-02,6.39E-05,2400
3.59E+03,1.86E-02,5.91E-05,2410
3.59E+03,1.87E-02,5.25E-05,2420
3.59E+03,1.88E-02,4.67E-05,2430
3.59E+03,1.89E-02,4.29E-05,2440
3.59E+03,1.91E-02,3.91E-05,2450
3.59E+03,1.91E-02,3.91E-05,2460
3.59E+03,1.92E-02,3.91E-05,2470
3.59E+03,1.93E-02,4.10E-05,2480
3.59E+03,1.94E-02,4.29E-05,2490
3.59E+03,1.95E-02,4.58E-05,2500
3.59E+03,1.97E-02,5.25E-05,2510
3.59E+03,1.98E-02,5.72E-05,2520
3.59E+03,1.99E-02,6.10E-05,2530
3.59E+03,2.00E-02,6.58E-05,2540
3.59E+03,2.01E-02,7.44E-05,2550
3.59E+03,2.02E-02,8.11E-05,2560
3.59E+03,2.03E-02,8.68E-05,2570
3.59E+03,2.04E-02,9.44E-05,2580
3.59E+03,2.06E-02,1.03E-04,2590
3.59E+03,2.07E-02,1.11E-04,2600
3.59E+03,2.08E-02,1.19E-04,2610
3.59E+03,2.09E-02,1.28E-04,2620
3.59E+03,2.10E-02,1.34E-04,2630
3.59E+03,2.11E-02,1.41E-04,2640
3.59E+03,2.12E-02,1.46E-04,2650
3.59E+03,2.13E-02,1.53E-04,2660
3.59E+03,2.15E-02,1.58E-04,2670
3.59E+03,2.16E-02,1.62E-04,2680
3.59E+03,2.16E-02,1.64E-04,2690
3.59E+03,2.17E-02,1.66E-04,2700
3.59E+03,2.19E-02,1.67E-04,2710
3.59E+03,2.19E-02,1.66E-04,2720
3.59E+03,2.20E-02,1.64E-04,2730
3.59E+03,2.21E-02,1.61E-04,2740
3.59E+03,2.22E-02,1.58E-04,2750
3.59E+03,2.23E-02,1.54E-04,2760
3.59E+03,2.24E-02,1.51E-04,2770
3.59E+03,2.26E-02,1.47E-04,2780
3.59E+03,2.27E-02,1.43E-04,2790
3.59E+03,2.28E-02,1.41E-04,2800
3.59E+03,2.29E-02,1.39E-04,2810
3.59E+03,2.30E-02,1.37E-04,2820
3.59E+03,2.31E-02,1.35E-04,2830
3.59E+03,2.33E-02,1.33E-04,2840
3.59E+03,2.34E-02,1.28E-04,2850
3.59E+03,2.36E-02,1.24E-04,2860
3.59E+03,2.37E-02,1.19E-04,2870
3.59E+03,2.38E-02,1.13E-04,2880
3.59E+03,2.40E-02,1.04E-04,2890
3.59E+03,2.41E-02,9.63E-05,2900
3.59E+03,2.43E-02,8.96E-05,2910
3.59E+03,2.44E-02,8.01E-05,2920
